Year,Round,Place,Driver,Team,Result,Start_Position,Q,Sprint,P1,P2,P3,Fine,Is_finished,Is_mechanical,Is_accident,Is_dsq,P1_missing,P2_missing,P3_missing,FastestLap
2018,12,Budapest,HAR,Racing Bulls,11.0,8,8,0,13.0,15.0,12.0,0,1,0,0,0,0,0,0,0
2018,12,Budapest,HUL,Renault,12.0,13,13,0,8.0,14.0,8.0,0,1,0,0,0,0,0,0,0
2018,12,Budapest,OCO,Racing Point,13.0,18,18,0,15.0,10.0,15.0,0,1,0,0,0,0,0,0,0
2018,12,Budapest,PER,Racing Point,14.0,19,19,0,17.0,11.0,19.0,0,1,0,0,0,0,0,0,0
2018,12,Budapest,ERI,Sauber,15.0,14,14,0,20.0,16.0,18.0,0,1,0,0,0,0,0,0,0
2018,12,Budapest,SIR,Williams,16.0,20,20,0,19.0,20.0,16.0,0,1,0,0,0,0,0,0,0
2018,12,Budapest,STR,Williams,17.0,15,15,0,14.0,18.0,20.0,0,1,0,0,0,0,0,0,0
2018,12,Budapest,VAN,McLaren,26.0,16,16,0,16.0,19.0,17.0,0,0,1,0,0,0,0,0,0
2018,12,Budapest,VER,Red Bull Racing,47.86,7,7,0,3.0,2.0,6.0,0,0,1,0,0,0,0,0,0
2018,12,Budapest,LEC,Sauber,50.0,17,17,0,,17.0,13.0,0,0,1,0,0,1,0,0,0
2018,13,Spa-Francorchamps,VET,Ferrari,1.0,2,2,0,1.0,5.0,1.0,0,1,0,0,0,0,0,0,0
2018,13,Spa-Francorchamps,HAM,Mercedes,2.0,1,1,0,3.0,2.0,3.0,0,1,0,0,0,0,0,0,0
2018,13,Spa-Francorchamps,VER,Red Bull Racing,3.0,7,7,0,2.0,4.0,5.0,0,1,0,0,0,0,0,0,0
2018,13,Spa-Francorchamps,BOT,Mercedes,4.0,19,10,0,5.0,3.0,4.0,1,1,0,0,0,0,0,0,1
2018,13,Spa-Francorchamps,PER,Racing Point,5.0,4,4,0,9.0,7.0,8.0,0,1,0,0,0,0,0,0,0
2018,13,Spa-Francorchamps,OCO,Racing Point,6.0,3,3,0,7.0,13.0,10.0,0,1,0,0,0,0,0,0,0
2018,13,Spa-Francorchamps,GRO,Haas F1 Team,7.0,5,5,0,12.0,12.0,12.0,0,1,0,0,0,0,0,0,0
2018,13,Spa-Francorchamps,MAG,Haas F1 Team,8.0,9,9,0,17.0,14.0,14.0,0,1,0,0,0,0,0,0,0
2018,13,Spa-Francorchamps,GAS,Racing Bulls,9.0,10,11,0,11.0,15.0,15.0,0,1,0,0,0,0,0,0,0
2018,13,Spa-Francorchamps,ERI,Sauber,10.0,13,14,0,14.0,9.0,11.0,0,1,0,0,0,0,0,0,0
2018,13,Spa-Francorchamps,SAI,Renault,11.0,14,16,0,10.0,8.0,13.0,0,1,0,0,0,0,0,0,0
2018,13,Spa-Francorchamps,SIR,Williams,12.0,16,18,0,19.0,18.0,18.0,0,1,0,0,0,0,0,0,0
2018,13,Spa-Francorchamps,STR,Williams,13.0,17,19,0,16.0,19.0,17.0,0,1,0,0,0,0,0,0,0
2018,13,Spa-Francorchamps,HAR,Racing Bulls,14.0,11,12,0,15.0,17.0,16.0,0,1,0,0,0,0,0,0,0
2018,13,Spa-Francorchamps,VAN,McLaren,15.0,18,20,0,20.0,20.0,20.0,0,1,0,0,0,0,0,0,0
2018,13,Spa-Francorchamps,RIC,Red Bull Racing,30.91,8,8,0,6.0,6.0,6.0,0,0,0,1,0,0,0,0,0
2018,13,Spa-Francorchamps,RAI,Ferrari,44.55,6,6,0,4.0,1.0,2.0,0,0,1,0,0,0,0,0,0
2018,13,Spa-Francorchamps,LEC,Sauber,50.0,12,13,0,13.0,10.0,7.0,0,0,0,1,0,0,0,0,0
2018,13,Spa-Francorchamps,ALO,McLaren,50.0,15,17,0,,16.0,19.0,0,0,0,1,0,1,0,0,0
2018,13,Spa-Francorchamps,HUL,Renault,50.0,20,15,0,8.0,11.0,9.0,0,0,0,1,0,0,0,0,0
2018,14,Monza,HAM,Mercedes,1.0,3,3,0,11.0,3.0,2.0,0,1,0,0,0,0,0,0,1
2018,14,Monza,RAI,Ferrari,2.0,1,1,0,2.0,2.0,3.0,0,1,0,0,0,0,0,0,0
2018,14,Monza,BOT,Mercedes,3.0,4,4,0,10.0,4.0,4.0,0,1,0,0,0,0,0,0,0
2018,14,Monza,VET,Ferrari,4.0,2,2,0,17.0,1.0,1.0,0,1,0,0,0,0,0,0,0
2018,14,Monza,VER,Red Bull Racing,5.0,5,5,0,7.0,5.0,5.0,1,1,0,0,0,0,0,0,0
2018,14,Monza,OCO,Racing Point,6.0,8,8,0,3.0,7.0,7.0,0,1,0,0,0,0,0,0,0
2018,14,Monza,PER,Racing Point,7.0,14,16,0,1.0,8.0,11.0,0,1,0,0,0,0,0,0,0
2018,14,Monza,SAI,Renault,8.0,7,7,0,8.0,12.0,13.0,0,1,0,0,0,0,0,0,0
2018,14,Monza,STR,Williams,9.0,10,10,0,19.0,17.0,15.0,0,1,0,0,0,0,0,0,0
2018,14,Monza,SIR,Williams,10.0,12,12,0,18.0,15.0,14.0,0,1,0,0,0,0,0,0,0
2018,14,Monza,LEC,Sauber,11.0,15,17,0,12.0,9.0,9.0,0,1,0,0,0,0,0,0,0
2018,14,Monza,VAN,McLaren,12.0,17,20,0,,19.0,18.0,0,1,0,0,0,1,0,0,0
2018,14,Monza,HUL,Renault,13.0,20,14,0,9.0,10.0,19.0,0,1,0,0,0,0,0,0,0
2018,14,Monza,GAS,Racing Bulls,14.0,9,9,0,6.0,14.0,12.0,0,1,0,0,0,0,0,0,0
2018,14,Monza,ERI,Sauber,15.0,18,19,0,16.0,,16.0,0,1,0,0,0,0,1,0,0
2018,14,Monza,MAG,Haas F1 Team,16.0,11,11,0,13.0,13.0,6.0,0,1,0,0,0,0,0,0,0
2018,14,Monza,RIC,Red Bull Racing,36.98,19,15,0,5.0,6.0,8.0,0,0,1,0,0,0,0,0,0
2018,14,Monza,ALO,McLaren,44.91,13,13,0,14.0,18.0,17.0,0,0,1,0,0,0,0,0,0
2018,14,Monza,HAR,Racing Bulls,50.0,16,18,0,4.0,16.0,20.0,0,0,0,1,0,0,0,0,0
2018,14,Monza,GRO,Haas F1 Team,50.0,6,6,0,15.0,11.0,10.0,0,0,0,0,1,0,0,0,0
2018,15,Singapore,HAM,Mercedes,1.0,1,1,0,6.0,2.0,3.0,0,1,0,0,0,0,0,0,0
2018,15,Singapore,VER,Red Bull Racing,2.0,2,2,0,2.0,3.0,6.0,0,1,0,0,0,0,0,0,0
2018,15,Singapore,VET,Ferrari,3.0,3,3,0,3.0,9.0,1.0,0,1,0,0,0,0,0,0,0
2018,15,Singapore,BOT,Mercedes,4.0,4,4,0,8.0,5.0,4.0,0,1,0,0,0,0,0,0,0
2018,15,Singapore,RAI,Ferrari,5.0,5,5,0,4.0,1.0,2.0,0,1,0,0,0,0,0,0,0
2018,15,Singapore,RIC,Red Bull Racing,6.0,6,6,0,1.0,4.0,5.0,0,1,0,0,0,0,0,0,0
2018,15,Singapore,ALO,McLaren,7.0,11,11,0,14.0,8.0,10.0,0,1,0,0,0,0,0,0,0
2018,15,Singapore,SAI,Renault,8.0,12,12,0,7.0,6.0,13.0,0,1,0,0,0,0,0,0,0
2018,15,Singapore,LEC,Sauber,9.0,13,13,0,9.0,14.0,16.0,0,1,0,0,0,0,0,0,0
2018,15,Singapore,HUL,Renault,10.0,10,10,0,5.0,10.0,11.0,0,1,0,0,0,0,0,0,0
2018,15,Singapore,ERI,Sauber,11.0,14,14,0,11.0,12.0,19.0,0,1,0,0,0,0,0,0,0
2018,15,Singapore,VAN,McLaren,12.0,18,18,0,20.0,16.0,15.0,0,1,0,0,0,0,0,0,0
2018,15,Singapore,GAS,Racing Bulls,13.0,15,15,0,16.0,18.0,14.0,0,1,0,0,0,0,0,0,0
2018,15,Singapore,STR,Williams,14.0,20,20,0,18.0,19.0,20.0,0,1,0,0,0,0,0,0,0
2018,15,Singapore,GRO,Haas F1 Team,15.0,8,8,0,10.0,7.0,7.0,1,1,0,0,0,0,0,0,0
2018,15,Singapore,PER,Racing Point,16.0,7,7,0,12.0,11.0,9.0,0,1,0,0,0,0,0,0,0
2018,15,Singapore,HAR,Racing Bulls,17.0,17,17,0,17.0,17.0,17.0,0,1,0,0,0,0,0,0,0
2018,15,Singapore,MAG,Haas F1 Team,18.0,16,16,0,13.0,15.0,12.0,0,1,0,0,0,0,0,0,1
2018,15,Singapore,SIR,Williams,19.0,19,19,0,19.0,20.0,18.0,0,1,0,0,0,0,0,0,0
2018,15,Singapore,OCO,Racing Point,50.0,9,9,0,15.0,13.0,8.0,0,0,0,1,0,0,0,0,0
2018,16,Sochi,HAM,Mercedes,1.0,2,2,0,3.0,1.0,1.0,0,1,0,0,0,0,0,0,0
2018,16,Sochi,BOT,Mercedes,2.0,1,1,0,4.0,2.0,2.0,0,1,0,0,0,0,0,0,1
2018,16,Sochi,VET,Ferrari,3.0,3,3,0,1.0,5.0,3.0,0,1,0,0,0,0,0,0,0
2018,16,Sochi,RAI,Ferrari,4.0,4,4,0,7.0,6.0,4.0,0,1,0,0,0,0,0,0,0
2018,16,Sochi,VER,Red Bull Racing,5.0,19,11,0,2.0,3.0,5.0,0,1,0,0,0,0,0,0,0
2018,16,Sochi,RIC,Red Bull Racing,6.0,18,12,0,5.0,4.0,6.0,0,1,0,0,0,0,0,0,0
2018,16,Sochi,LEC,Sauber,7.0,7,7,0,14.0,13.0,7.0,0,1,0,0,0,0,0,0,0
2018,16,Sochi,MAG,Haas F1 Team,8.0,5,5,0,8.0,11.0,9.0,0,1,0,0,0,0,0,0,0
2018,16,Sochi,OCO,Racing Point,9.0,6,6,0,6.0,9.0,8.0,0,1,0,0,0,0,0,0,0
2018,16,Sochi,PER,Racing Point,10.0,8,8,0,,7.0,10.0,0,1,0,0,0,1,0,0,0
2018,16,Sochi,GRO,Haas F1 Team,11.0,9,9,0,11.0,15.0,13.0,0,1,0,0,0,0,0,0,0
2018,16,Sochi,HUL,Renault,12.0,12,15,0,9.0,14.0,14.0,0,1,0,0,0,0,0,0,0
2018,16,Sochi,ERI,Sauber,13.0,10,10,0,,10.0,15.0,0,1,0,0,0,1,0,0,0
2018,16,Sochi,ALO,McLaren,14.0,16,17,0,,17.0,20.0,0,1,0,0,0,1,0,0,0
2018,16,Sochi,STR,Williams,15.0,14,20,0,20.0,20.0,18.0,0,1,0,0,0,0,0,0,0
2018,16,Sochi,VAN,McLaren,16.0,15,19,0,16.0,18.0,19.0,0,1,0,0,0,0,0,0,0
2018,16,Sochi,SAI,Renault,17.0,11,14,0,,12.0,11.0,0,1,0,0,0,1,0,0,0
2018,16,Sochi,SIR,Williams,18.0,13,18,0,18.0,19.0,17.0,0,1,0,0,0,0,0,0,0
2018,16,Sochi,GAS,Racing Bulls,47.74,17,13,0,12.0,8.0,12.0,0,0,1,0,0,0,0,0,0
2018,16,Sochi,HAR,Racing Bulls,47.74,20,16,0,19.0,16.0,16.0,0,0,1,0,0,0,0,0,0
2018,17,Suzuka,HAM,Mercedes,1.0,1,1,0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0
2018,17,Suzuka,BOT,Mercedes,2.0,2,2,0,2.0,2.0,5.0,0,1,0,0,0,0,0,0,0
2018,17,Suzuka,VER,Red Bull Racing,3.0,3,3,0,6.0,4.0,4.0,0,1,0,0,0,0,0,0,0
2018,17,Suzuka,RIC,Red Bull Racing,4.0,15,15,0,3.0,6.0,6.0,0,1,0,0,0,0,0,0,0
2018,17,Suzuka,RAI,Ferrari,5.0,4,4,0,4.0,5.0,3.0,0,1,0,0,0,0,0,0,0
2018,17,Suzuka,VET,Ferrari,6.0,8,9,0,5.0,3.0,2.0,0,1,0,0,0,0,0,0,1
2018,17,Suzuka,PER,Racing Point,7.0,9,10,0,13.0,11.0,8.0,0,1,0,0,0,0,0,0,0
2018,17,Suzuka,GRO,Haas F1 Team,8.0,5,5,0,8.0,8.0,11.0,0,1,0,0,0,0,0,0,0
2018,17,Suzuka,OCO,Racing Point,9.0,11,8,0,7.0,7.0,7.0,0,1,0,0,0,0,0,0,0
2018,17,Suzuka,SAI,Renault,10.0,13,13,0,12.0,14.0,9.0,0,1,0,0,0,0,0,0,0
2018,17,Suzuka,GAS,Racing Bulls,11.0,7,7,0,11.0,13.0,20.0,0,1,0,0,0,0,0,0,0
2018,17,Suzuka,ERI,Sauber,12.0,20,20,0,10.0,9.0,16.0,0,1,0,0,0,0,0,0,0
2018,17,Suzuka,HAR,Racing Bulls,13.0,6,6,0,17.0,10.0,13.0,0,1,0,0,0,0,0,0,0
2018,17,Suzuka,ALO,McLaren,14.0,18,18,0,18.0,17.0,17.0,0,1,0,0,0,0,0,0,0
2018,17,Suzuka,VAN,McLaren,15.0,19,19,0,,20.0,19.0,0,1,0,0,0,1,0,0,0
2018,17,Suzuka,SIR,Williams,16.0,17,17,0,19.0,18.0,18.0,0,1,0,0,0,0,0,0,0
2018,17,Suzuka,STR,Williams,17.0,14,14,0,16.0,19.0,14.0,0,1,0,0,0,0,0,0,0
2018,17,Suzuka,LEC,Sauber,28.34,10,11,0,9.0,15.0,12.0,0,0,1,0,0,0,0,0,0
2018,17,Suzuka,HUL,Renault,28.96,16,16,0,15.0,12.0,15.0,0,0,1,0,0,0,0,0,0
2018,17,Suzuka,MAG,Haas F1 Team,45.47,12,12,0,14.0,16.0,10.0,0,0,0,1,0,0,0,0,0
2018,18,Austin,RAI,Ferrari,1.0,2,3,0,6.0,9.0,2.0,0,1,0,0,0,0,0,0,0
2018,18,Austin,VER,Red Bull Racing,2.0,18,15,0,3.0,3.0,5.0,0,1,0,0,0,0,0,0,0
2018,18,Austin,HAM,Mercedes,3.0,1,1,0,1.0,1.0,3.0,0,1,0,0,0,0,0,0,1
2018,18,Austin,VET,Ferrari,4.0,5,2,0,5.0,10.0,1.0,0,1,0,0,0,0,0,0,0
2018,18,Austin,BOT,Mercedes,5.0,3,4,0,2.0,,4.0,0,1,0,0,0,0,1,0,0
2018,18,Austin,HUL,Renault,6.0,7,7,0,18.0,5.0,14.0,0,1,0,0,0,0,0,0,0
2018,18,Austin,SAI,Renault,7.0,11,11,0,7.0,12.0,9.0,0,1,0,0,0,0,0,0,0
2018,18,Austin,PER,Racing Point,8.0,10,10,0,14.0,14.0,8.0,0,1,0,0,0,0,0,0,0
2018,18,Austin,HAR,Racing Bulls,9.0,20,14,0,,6.0,19.0,0,1,0,0,0,1,0,0,0
2018,18,Austin,ERI,Sauber,10.0,16,19,0,10.0,7.0,15.0,0,1,0,0,0,0,0,0,0
2018,18,Austin,VAN,McLaren,11.0,17,20,0,,8.0,18.0,0,1,0,0,0,1,0,0,0
2018,18,Austin,GAS,Racing Bulls,12.0,19,13,0,13.0,2.0,12.0,0,1,0,0,0,0,0,0,0
2018,18,Austin,SIR,Williams,13.0,14,17,0,15.0,16.0,17.0,0,1,0,0,0,0,0,0,0
2018,18,Austin,STR,Williams,14.0,15,18,0,19.0,13.0,16.0,0,1,0,0,0,0,0,0,0
2018,18,Austin,LEC,Sauber,30.89,9,9,0,9.0,11.0,7.0,0,0,0,1,0,0,0,0,0
2018,18,Austin,RIC,Red Bull Racing,45.71,4,5,0,4.0,,6.0,0,0,1,0,0,0,1,0,0
2018,18,Austin,GRO,Haas F1 Team,48.93,8,8,0,8.0,,10.0,0,0,0,1,0,0,1,0,0
2018,18,Austin,ALO,McLaren,49.46,13,16,0,11.0,4.0,20.0,0,0,0,1,0,0,0,0,0
2018,18,Austin,OCO,Racing Point,50.0,6,6,0,17.0,15.0,11.0,0,0,0,0,1,0,0,0,0
2018,18,Austin,MAG,Haas F1 Team,50.0,12,12,0,16.0,,13.0,0,0,0,0,1,0,1,0,0
2018,19,Mexico City,VER,Red Bull Racing,1.0,2,2,0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0
2018,19,Mexico City,VET,Ferrari,2.0,4,4,0,7.0,4.0,3.0,0,1,0,0,0,0,0,0,0
2018,19,Mexico City,RAI,Ferrari,3.0,6,6,0,8.0,8.0,5.0,0,1,0,0,0,0,0,0,0
2018,19,Mexico City,HAM,Mercedes,4.0,3,3,0,5.0,7.0,2.0,0,1,0,0,0,0,0,0,0
2018,19,Mexico City,BOT,Mercedes,5.0,5,5,0,6.0,9.0,19.0,0,1,0,0,0,0,0,0,1
2018,19,Mexico City,HUL,Renault,6.0,7,7,0,4.0,5.0,10.0,0,1,0,0,0,0,0,0,0
2018,19,Mexico City,LEC,Sauber,7.0,9,9,0,,13.0,6.0,0,1,0,0,0,1,0,0,0
2018,19,Mexico City,VAN,McLaren,8.0,15,17,0,16.0,15.0,14.0,0,1,0,0,0,0,0,0,0
2018,19,Mexico City,ERI,Sauber,9.0,10,10,0,14.0,17.0,9.0,0,1,0,0,0,0,0,0,0
2018,19,Mexico City,GAS,Racing Bulls,10.0,20,15,0,,14.0,8.0,0,1,0,0,0,1,0,0,0
2018,19,Mexico City,OCO,Racing Point,11.0,11,11,0,,11.0,11.0,0,1,0,0,0,1,0,0,0
2018,19,Mexico City,STR,Williams,12.0,17,19,0,19.0,16.0,18.0,0,1,0,0,0,0,0,0,0
2018,19,Mexico City,SIR,Williams,13.0,19,20,0,18.0,18.0,17.0,0,1,0,0,0,0,0,0,0
2018,19,Mexico City,HAR,Racing Bulls,14.0,14,14,0,9.0,6.0,16.0,1,1,0,0,0,0,0,0,0
2018,19,Mexico City,MAG,Haas F1 Team,15.0,16,18,0,17.0,20.0,,0,1,0,0,0,0,0,1,0
2018,19,Mexico City,GRO,Haas F1 Team,16.0,18,16,0,13.0,12.0,13.0,0,1,0,0,0,0,0,0,0
2018,19,Mexico City,RIC,Red Bull Racing,22.82,1,1,0,2.0,2.0,4.0,0,0,1,0,0,0,0,0,0
2018,19,Mexico City,PER,Racing Point,29.3,13,13,0,11.0,10.0,12.0,0,0,1,0,0,0,0,0,0
2018,19,Mexico City,SAI,Renault,32.11,8,8,0,3.0,3.0,7.0,0,0,1,0,0,0,0,0,0
2018,19,Mexico City,ALO,McLaren,48.73,12,12,0,,19.0,15.0,0,0,1,0,0,1,0,0,0
2018,20,São Paulo,HAM,Mercedes,1.0,1,1,0,3.0,2.0,2.0,0,1,0,0,0,0,0,0,0
2018,20,São Paulo,VER,Red Bull Racing,2.0,5,5,0,1.0,5.0,5.0,0,1,0,0,0,0,0,0,0
2018,20,São Paulo,RAI,Ferrari,3.0,4,4,0,5.0,6.0,4.0,0,1,0,0,0,0,0,0,0
2018,20,São Paulo,RIC,Red Bull Racing,4.0,11,6,0,4.0,4.0,6.0,0,1,0,0,0,0,0,0,0
2018,20,São Paulo,BOT,Mercedes,5.0,3,3,0,6.0,1.0,3.0,0,1,0,0,0,0,0,0,1
2018,20,São Paulo,VET,Ferrari,6.0,2,2,0,2.0,3.0,1.0,0,1,0,0,0,0,0,0,0
2018,20,São Paulo,LEC,Sauber,7.0,7,8,0,9.0,8.0,10.0,0,1,0,0,0,0,0,0,0
2018,20,São Paulo,GRO,Haas F1 Team,8.0,8,9,0,7.0,7.0,8.0,0,1,0,0,0,0,0,0,0
2018,20,São Paulo,MAG,Haas F1 Team,9.0,10,11,0,8.0,9.0,7.0,0,1,0,0,0,0,0,0,0
2018,20,São Paulo,PER,Racing Point,10.0,12,12,0,,11.0,19.0,0,1,0,0,0,1,0,0,0
2018,20,São Paulo,HAR,Racing Bulls,11.0,16,17,0,18.0,19.0,16.0,0,1,0,0,0,0,0,0,0
2018,20,São Paulo,SAI,Renault,12.0,15,16,0,11.0,14.0,14.0,0,1,0,0,0,0,0,0,0
2018,20,São Paulo,GAS,Racing Bulls,13.0,9,10,0,15.0,12.0,9.0,0,1,0,0,0,0,0,0,0
2018,20,São Paulo,VAN,McLaren,14.0,20,20,0,19.0,17.0,20.0,1,1,0,0,0,0,0,0,0
2018,20,São Paulo,OCO,Racing Point,15.0,18,13,0,10.0,10.0,12.0,0,1,0,0,0,0,0,0,0
2018,20,São Paulo,SIR,Williams,16.0,14,15,0,17.0,16.0,15.0,0,1,0,0,0,0,0,0,0
2018,20,São Paulo,ALO,McLaren,17.0,17,18,0,,13.0,18.0,1,1,0,0,0,1,0,0,0
2018,20,São Paulo,STR,Williams,18.0,19,19,0,14.0,18.0,17.0,0,1,0,0,0,0,0,0,0
2018,20,São Paulo,HUL,Renault,31.01,13,14,0,12.0,20.0,11.0,0,0,1,0,0,0,0,0,0
2018,20,São Paulo,ERI,Sauber,34.37,6,7,0,,15.0,13.0,0,0,0,1,0,1,0,0,0
2018,21,Yas Marina,HAM,Mercedes,1.0,1,1,0,4.0,4.0,1.0,0,1,0,0,0,0,0,0,0
2018,21,Yas Marina,VET,Ferrari,2.0,3,3,0,8.0,6.0,3.0,0,1,0,0,0,0,0,0,1
2018,21,Yas Marina,VER,Red Bull Racing,3.0,6,6,0,1.0,2.0,4.0,0,1,0,0,0,0,0,0,0
2018,21,Yas Marina,RIC,Red Bull Racing,4.0,5,5,0,2.0,3.0,6.0,0,1,0,0,0,0,0,0,0
2018,21,Yas Marina,BOT,Mercedes,5.0,2,2,0,3.0,1.0,5.0,0,1,0,0,0,0,0,0,0
2018,21,Yas Marina,SAI,Renault,6.0,11,11,0,9.0,12.0,9.0,0,1,0,0,0,0,0,0,0
2018,21,Yas Marina,LEC,Sauber,7.0,8,8,0,,15.0,13.0,0,1,0,0,0,1,0,0,0
2018,21,Yas Marina,PER,Racing Point,8.0,14,14,0,13.0,14.0,11.0,0,1,0,0,0,0,0,0,0
2018,21,Yas Marina,GRO,Haas F1 Team,9.0,7,7,0,10.0,7.0,7.0,0,1,0,0,0,0,0,0,0
2018,21,Yas Marina,MAG,Haas F1 Team,10.0,13,13,0,6.0,9.0,14.0,0,1,0,0,0,0,0,0,0
2018,21,Yas Marina,ALO,McLaren,11.0,15,15,0,19.0,13.0,16.0,3,1,0,0,0,0,0,0,0
2018,21,Yas Marina,HAR,Racing Bulls,12.0,16,16,0,14.0,16.0,12.0,0,1,0,0,0,0,0,0,0
2018,21,Yas Marina,STR,Williams,13.0,20,20,0,15.0,19.0,18.0,0,1,0,0,0,0,0,0,0
2018,21,Yas Marina,VAN,McLaren,14.0,18,18,0,18.0,18.0,19.0,0,1,0,0,0,0,0,0,0
2018,21,Yas Marina,SIR,Williams,15.0,19,19,0,,20.0,20.0,0,1,0,0,0,1,0,0,0
2018,21,Yas Marina,GAS,Racing Bulls,23.27,17,17,0,11.0,11.0,15.0,0,0,1,0,0,0,0,0,0
2018,21,Yas Marina,OCO,Racing Point,24.0,9,9,0,5.0,10.0,10.0,1,0,1,0,0,0,0,0,0
2018,21,Yas Marina,ERI,Sauber,31.27,12,12,0,17.0,17.0,17.0,0,0,1,0,0,0,0,0,0
2018,21,Yas Marina,RAI,Ferrari,46.73,4,4,0,7.0,5.0,2.0,0,0,1,0,0,0,0,0,0
2018,21,Yas Marina,HUL,Renault,50.0,10,10,0,12.0,8.0,8.0,0,0,0,1,0,0,0,0,0
2018,1,Melbourne,VET,Ferrari,1.0,3,3,0,5.0,5.0,1.0,0,1,0,0,0,0,0,0,0
2018,1,Melbourne,HAM,Mercedes,2.0,1,1,0,1.0,1.0,8.0,0,1,0,0,0,0,0,0,0
2018,1,Melbourne,RAI,Ferrari,3.0,2,2,0,4.0,4.0,2.0,0,1,0,0,0,0,0,0,0
2018,1,Melbourne,RIC,Red Bull Racing,4.0,8,5,0,6.0,7.0,6.0,0,1,0,0,0,0,0,0,1
2018,1,Melbourne,ALO,McLaren,5.0,10,11,0,8.0,8.0,10.0,0,1,0,0,0,0,0,0,0
2018,1,Melbourne,VER,Red Bull Racing,6.0,4,4,0,3.0,2.0,4.0,0,1,0,0,0,0,0,0,0
2018,1,Melbourne,HUL,Renault,7.0,7,8,0,13.0,13.0,18.0,0,1,0,0,0,0,0,0,0
2018,1,Melbourne,BOT,Mercedes,8.0,15,10,0,2.0,3.0,7.0,0,1,0,0,0,0,0,0,0
2018,1,Melbourne,VAN,McLaren,9.0,11,12,0,10.0,10.0,9.0,0,1,0,0,0,0,0,0,0
2018,1,Melbourne,SAI,Renault,10.0,9,9,0,9.0,11.0,5.0,0,1,0,0,0,0,0,0,0
2018,1,Melbourne,PER,Racing Point,11.0,12,13,0,16.0,12.0,20.0,0,1,0,0,0,0,0,0,0
2018,1,Melbourne,OCO,Racing Point,12.0,14,15,0,14.0,15.0,19.0,0,1,0,0,0,0,0,0,0
2018,1,Melbourne,LEC,Sauber,13.0,18,18,0,20.0,20.0,16.0,0,1,0,0,0,0,0,0,0
2018,1,Melbourne,STR,Williams,14.0,13,14,0,15.0,14.0,14.0,0,1,0,0,0,0,0,0,0
2018,1,Melbourne,HAR,Racing Bulls,15.0,16,16,0,18.0,16.0,12.0,0,1,0,0,0,0,0,0,0
2018,1,Melbourne,GRO,Haas F1 Team,32.5,6,7,0,7.0,6.0,15.0,0,0,1,0,0,0,0,0,0
2018,1,Melbourne,MAG,Haas F1 Team,33.45,5,6,0,17.0,9.0,17.0,0,0,1,0,0,0,0,0,0
2018,1,Melbourne,GAS,Racing Bulls,46.93,20,20,0,11.0,17.0,11.0,0,0,1,0,0,0,0,0,0
2018,1,Melbourne,ERI,Sauber,49.74,17,17,0,19.0,19.0,3.0,0,0,1,0,0,0,0,0,0
2018,1,Melbourne,SIR,Williams,49.79,19,19,0,12.0,18.0,13.0,0,0,1,0,0,0,0,0,0
